№ заказа,Дата поступления заказа,Название товара в Kaspi Магазине,Название в системе продавца,Артикул,Сумма,Категория,Адрес самовывоза/доставки,Дата изменения статуса,Статус,Причина отмены,Способ оплаты,Способ доставки,Курьерская служба,Принял,Выдал,Отменил,Оценка покупателя,Отзыв покупателя,Дата публикации отзыва,Оформил,Количество,Стоимость доставки для покупателя,Стоимость доставки для продавца,Компенсация за доставку,Требуется подписание,Плановая дата передачи курьеру,Фактическая дата комплектации,Склад передачи КД
979328336,28.06.2026,"Аппарат для нарезки HY-1321, пластик",электрическая овощерезка,141564118_8787987979,49340,"Овощерезки, терки и слайсеры",г. Алматы,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,1507.0,,Не требуется,29.06.2026,,30397554_PP2
977844183,27.06.2026,Ролик для теста 226827 1 шт,кондитерский валик,109903355_5737208574,620,Аксессуары для готовки,г. Алматы,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,,Не требуется,29.06.2026,,30397554_PP2
978113188,27.06.2026,Ремень-подтяжка 17066133 1 шт,подтяжки для одеяла 6 конечные,116097085_213123,957,Крепеж для постельного белья,г. Бейнеу,29.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,,Не требуется,29.06.2026,,30397554_PP2
979878048,29.06.2026,"PROSPERO декоративный светильник с эффектом заката NB604-3, стекло",лампа для блога,105611216_79099041,1699,Ночники и декоративные светильники,г. Алматы,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
979293379,28.06.2026,Пол Premier Fishing PR-P-2x2,коврик в палатку,115432936_006862053,2500,Аксессуары для палаток и туристических шатров,г. Алматы,29.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
978396225,28.06.2026,"Global подушка-сиденье V1111AL7357-1 45x38 см, пенополиуретан, пена с эффектом памяти",поджопник,103647563_212156485,4100,Подушки,г. Астана,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз,Kaspi Логистика,,,,,,,,1,0.0,231.0,,Не требуется,29.06.2026,,30397554_PP2
978046774,27.06.2026,Доска для рисования Электронная световая детская доска для рисования с питанием от USB оргстекло,Доска для рисования cветовая,142154028_5734735456,9504,Развивающие игрушки,г. Семей,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,8,0.0,927.0,,Не требуется,29.06.2026,,30397554_PP2
979294082,28.06.2026,Цветы 58 предметов,набор для вязания,116341310_9898042,3574,Наборы для вязания,г. Шелек,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,231.0,,Не требуется,29.06.2026,,30397554_PP2
979304259,28.06.2026,Клипса 144895 4 шт,клипса для простыней черные,114152372_54123123132,960,Крепеж для постельного белья,г. Алматы,29.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,,Не требуется,29.06.2026,,30397554_PP2
978999188,28.06.2026,"PROSPERO декоративный светильник с эффектом заката NB604-3, стекло",лампа для блога,105611216_79099041,1699,Ночники и декоративные светильники,г. Актобе,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
979279613,28.06.2026,Термометр HTC-2,комнатный термометр НТС-2,116672914_5439753802,1200,Цифровые метеостанции и термометры,г. Каркаралинск,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
979238719,28.06.2026,VL 1750 накладка на ремень безопасности,накладка на ремень,129320796_67577983652,1715,Аксессуары для автокресел,г. Петропавловск,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
978460136,28.06.2026,Доска для рисования Электронная световая детская доска для рисования с питанием от USB оргстекло,Доска для рисования cветовая,142154028_5734735456,1176,Развивающие игрушки,г. Усть-Каменогорск,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
978648106,28.06.2026,Сумка 30383828_918082714 (50х31х1 см),сумка для инструментов,137990014_5154556562,3642,Системы хранения инструмента,г. Приозeрск,29.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,995.0,231.0,,Не требуется,29.06.2026,,30397554_PP2
979283098,28.06.2026,"Наклейка на тело 150 шт 3 мм, 4 мм, 5 мм, 6 мм",пирсинг 150 шт,132626624_5745930593,841,Временные тату,г. Шу,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,,Не требуется,29.06.2026,,30397554_PP2
979836711,29.06.2026,"Декоративный светильник Розы розовые с листьями, пластик, ПВХ",светильник розы,130310222_89347693572,3598,Ночники и декоративные светильники,г. Бейнеу,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,231.0,,Не требуется,29.06.2026,,30397554_PP2
978400437,28.06.2026,Салфетка,салфетки для очков,23465332200,532,Уход за очками,г. Жапек Батыра,29.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,,Не требуется,29.06.2026,,30397554_PP2
979022228,28.06.2026,"Шлепанцы 480505333 белый 36, 37",Тапки с мишкой,121706062_1235856964,1696,Женские шлепанцы,г. Костанай,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
978012653,27.06.2026,WORK LIGHT S608 черный,фонарь ремонтный,108532136_8745128456,3342,Туристические фонари,г. Байконыр,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,231.0,,Не требуется,29.06.2026,,30397554_PP2
979397349,28.06.2026,"ShopMax декоративный светильник sunset projection lamp, пластик, стекло",лампа для блога,104701785_8745146531,1699,Ночники и декоративные светильники,г. Жезкент,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
